"uniqueid","regas","season","internat","episode","airdate","nickname","specialformat","numqueens","plcmnt","queen","character","alive","genres","tsb","score"
23,"reg",2,"UK",6,2021-02-18,"Snatch Game","0",7,"bottom1","Lawrence Chaney","Miriam Margolyes","1","comedicent","BOTTOM",-0.5
23,"reg",2,"UK",6,2021-02-18,"Snatch Game","0",7,"eliminated1","Tia Kofi","Mel B","1","musician","ELIM",-1
24,"reg",3,"UK",6,2021-10-28,"Snatch Game","0",7,"win1","Ella Vaday","Nigella Lawson","1","tv","WIN",1
24,"reg",3,"UK",6,2021-10-28,"Snatch Game","0",7,"high1","Kitty Scott-Claus","Gemma Collins","1","reality","HIGH",0.5
24,"reg",3,"UK",6,2021-10-28,"Snatch Game","0",7,"safe1","Vanity Milan","Jocelyn Jee Esien","1","comedicent","SAFE",0
24,"reg",3,"UK",6,2021-10-28,"Snatch Game","0",7,"safe2","Scarlett Harlett","Macaulay Culkin","1","comedicent","SAFE",0
24,"reg",3,"UK",6,2021-10-28,"Snatch Game","0",7,"safe3","Krystal Versace","Selina Mosinski","1","internet","SAFE",0
24,"reg",3,"UK",6,2021-10-28,"Snatch Game","0",7,"eliminated2","River Medway","Amy Childs","1","reality","ELIM",-1
25,"reg",4,"UK",6,2022-10-27,"Strictly Come Snatch Game","0",7,"win1","Cheddar Gorgeous","Queen Elizabeth I","0","histfict","WIN",1
25,"reg",4,"UK",6,2022-10-27,"Strictly Come Snatch Game","0",7,"high1","Jonbers Blonde","Saint Patty","0","histfict","HIGH",0.5
25,"reg",4,"UK",6,2022-10-27,"Strictly Come Snatch Game","0",7,"safe1","Danny Beard","Cilla Black","0","tv","SAFE",0
25,"reg",4,"UK",6,2022-10-27,"Strictly Come Snatch Game","0",7,"safe2","Pixie Polite","Dame Shirley Bassey","1","musician","SAFE",0
25,"reg",4,"UK",6,2022-10-27,"Strictly Come Snatch Game","0",7,"safe3","Dakota Schiffer","Pete Burns","0","reality","SAFE",0
25,"reg",4,"UK",6,2022-10-27,"Strictly Come Snatch Game","0",7,"bottom1","Black Peppa","Lil Nas X","1","musician","BOTTOM",-0.5
25,"reg",4,"UK",6,2022-10-27,"Strictly Come Snatch Game","0",7,"eliminated1","Le Fil","Marie Kondo","1","tv","ELIM",-1
26,"reg",5,"UK",6,2023-11-02,"Snatch Game","0",7,"win1","Ginger Johnson","Dame Barbara Cartland","0","writer","WIN",1
26,"reg",5,"UK",6,2023-11-02,"Snatch Game","0",7,"high1","Tomara Thomas","Robin Williams","0","comedicent","HIGH",0.5
26,"reg",5,"UK",6,2023-11-02,"Snatch Game","0",7,"safe1","Michael Marouli","Catherine Tate","1","comedicent","SAFE",0
26,"reg",5,"UK",6,2023-11-02,"Snatch Game","0",7,"safe2","Kate Butch","Kate Bush","1","musician","SAFE",0
26,"reg",5,"UK",6,2023-11-02,"Snatch Game","0",7,"safe3","Cara Melle","Dionne Warwick","1","musician","SAFE",0
26,"reg",5,"UK",6,2023-11-02,"Snatch Game","0",7,"bottom1","DeDeLicious","Lady Colin Campbell","1","writer","BOTTOM",-0.5
26,"reg",5,"UK",6,2023-11-02,"Snatch Game","0",7,"eliminated1","Vicki Vivacious","Fanny Cradock","0","tv","ELIM",-1
27,"reg",1,"CAN",5,2020-07-30,"Snatch Game","0",8,"win1","Jimbo","Joan Rivers","0","comedicent","WIN",1
27,"reg",1,"CAN",5,2020-07-30,"Snatch Game","0",8,"high1","Rita Baga","Édith Piaf","0","musician","HIGH",0.5
27,"reg",1,"CAN",5,2020-07-30,"Snatch Game","0",8,"high2","Lemon","JoJo Siwa","1","internet","HIGH",0.5
27,"reg",1,"CAN",5,2020-07-30,"Snatch Game","0",8,"safe1","Scarlett BoBo","Liza Minnelli","1","comedicent","SAFE",0
27,"reg",1,"CAN",5,2020-07-30,"Snatch Game","0",8,"safe2","Ilona Verley","Rebecca More","1","farout","SAFE",0
27,"reg",1,"CAN",5,2020-07-30,"Snatch Game","0",8,"safe3","BOA","Gypsy Rose Blanchard","1","farout","SAFE",0
27,"reg",1,"CAN",5,2020-07-30,"Snatch Game","0",8,"bottom1","Priyanka","Miss Cleo","0","tv","BOTTOM",-0.5
27,"reg",1,"CAN",5,2020-07-30,"Snatch Game","0",8,"eliminated1","Kiara","Mariah Carey","1","musician","ELIM",-1
28,"reg",2,"CAN",4,2021-11-04,"Snatch Game","0",9,"win1","Synthia Kiss","Rachel Zoe","1","reality","WIN",1
28,"reg",2,"CAN",4,2021-11-04,"Snatch Game","0",9,"high1","Kimora Amour","Leslie Jones","1","comedicent","HIGH",0.5
28,"reg",2,"CAN",4,2021-11-04,"Snatch Game","0",9,"high2","Pythia","Grimes","1","musician","HIGH",0.5
28,"reg",2,"CAN",4,2021-11-04,"Snatch Game","0",9,"safe1","Kendall Gender","Kris Jenner","1","reality","SAFE",0
28,"reg",2,"CAN",4,2021-11-04,"Snatch Game","0",9,"safe2","Pythia","Grimes","1","musician","SAFE",0
28,"reg",2,"CAN",4,2021-11-04,"Snatch Game","0",9,"safe3","Gia Metric","Jim Carrey","1","comedicent","SAFE",0
28,"reg",2,"CAN",4,2021-11-04,"Snatch Game","0",9,"safe5","Icesis Couture","La Veneno","0","pubfig","SAFE",0
28,"reg",2,"CAN",4,2021-11-04,"Snatch Game","0",9,"bottom1","Eve 6000","Bernie Sanders","1","pubfig","BOTTOM",-0.5
28,"reg",2,"CAN",4,2021-11-04,"Snatch Game","0",9,"eliminated1","Suki Doll","Yoko Ono","1","farout","ELIM",-1
29,"reg",3,"CAN",5,2022-08-11,"Snatch Game","0",8,"high2","Irma Gerd","Marilyn Monroe","0","comedicent","HIGH",0.5
29,"reg",3,"CAN",5,2022-08-11,"Snatch Game","0",8,"safe1","Miss Fiercalicious","Kourtney Kardashian","0","reality","SAFE",0
29,"reg",3,"CAN",5,2022-08-11,"Snatch Game","0",8,"safe2","Jada Shada Hudson","Saucy Santana","1","musician","SAFE",0
29,"reg",3,"CAN",5,2022-08-11,"Snatch Game","0",8,"safe3","Bombae","Aziz Ansari","1","comedicent","SAFE",0
29,"reg",3,"CAN",5,2022-08-11,"Snatch Game","0",8,"bottom1","Kimmy Couture","Ariana Grande","1","musician","BOTTOM",-0.5
29,"reg",3,"CAN",5,2022-08-11,"Snatch Game","0",8,"eliminated1","Lady Boom Boom","Mado Lamotte","1","farout","ELIM",-1
30,"reg",4,"CAN",5,2023-12-14,"Snatch Game","0",9,"win1","Melinda Verga","Manny Pacquiao","1","farout","WIN",1
30,"reg",4,"CAN",5,2023-12-14,"Snatch Game","0",9,"high1","Venus","Joe Exotic","1","reality","HIGH",0.5
30,"reg",4,"CAN",5,2023-12-14,"Snatch Game","0",9,"high2","Kitten Kaboodle","Jennifer Coolidge","1","comedicent","HIGH",0.5
30,"reg",4,"CAN",5,2023-12-14,"Snatch Game","0",9,"safe1","Nearah Nuff","Jennifer Coolidge","1","comedicent","SAFE",0
30,"reg",4,"CAN",5,2023-12-14,"Snatch Game","0",9,"safe2","Denim","Julia Fox","1","noncomedicent","SAFE",0
30,"reg",4,"CAN",5,2023-12-14,"Snatch Game","0",9,"safe3","Kiki Coe","Elizabeth Taylor","0","noncomedicent","SAFE",0
30,"reg",4,"CAN",5,2023-12-14,"Snatch Game","0",9,"safe4","Aimee Yonce Shennel","Jesus Christ","0","histfict","SAFE",0
30,"reg",4,"CAN",5,2023-12-14,"Snatch Game","0",9,"bottom1","Aurora Matrix","Zhao Bing","0","histfict","BOTTOM",-0.5
30,"reg",4,"CAN",5,2023-12-14,"Snatch Game","0",9,"eliminated1","Luna DuBois","Mary Cosby","1","reality","ELIM",-1
31,"reg",1,"AUS",2,2021-05-08,"Snatch Game","0",9,"safe1","Karen from Finance","Dolly Parton","1","musician","SAFE",0
31,"reg",1,"AUS",2,2021-05-08,"Snatch Game","0",9,"safe2","Scarlet Adams","Jennifer Coolidge","1","comedicent","SAFE",0
31,"reg",1,"AUS",2,2021-05-08,"Snatch Game","0",9,"safe3","Elektra Shock","Catherine O'Hara","1","comedicent","SAFE",0
31,"reg",1,"AUS",2,2021-05-08,"Snatch Game","0",9,"safe4","Maxi Shield","Magda Szubanski","1","comedicent","SAFE",0
31,"reg",1,"AUS",2,2021-05-08,"Snatch Game","0",9,"safe5","Etcetera Etcetera","Lindy Chamberlain-Creighton","1","farout","SAFE",0
31,"reg",1,"AUS",2,2021-05-08,"Snatch Game","0",9,"safe6","Kita Mean","Dr. Seuss","0","writer","SAFE",0
31,"reg",1,"AUS",2,2021-05-08,"Snatch Game","0",9,"bottom1","Coco Jumbo","Lizzo","1","musician","BOTTOM",-0.5
31,"reg",1,"AUS",2,2021-05-08,"Snatch Game","0",9,"eliminated1","Art Simone","Bindi Irwin","1","tv","ELIM",-1
32,"reg",2,"AUS",4,2022-08-20,"Snatch Game","0",7,"high1","Spankie Jackzon","Dame Edna Everage","1","farout","HIGH",0.5
32,"reg",2,"AUS",4,2022-08-20,"Snatch Game","0",7,"high2","Yuri Guaii","Courtney Love","1","musician","HIGH",0.5
32,"reg",2,"AUS",4,2022-08-20,"Snatch Game","0",7,"safe1","Kween Kong","NeNe Leakes","1","reality","SAFE",0
32,"reg",2,"AUS",4,2022-08-20,"Snatch Game","0",7,"safe2","Molly Poppinz","Orville Peck","1","musician","SAFE",0
32,"reg",2,"AUS",4,2022-08-20,"Snatch Game","0",7,"bottom1","Beverly Kills","Val Garland","1","fashion","BOTTOM",-0.5
32,"reg",2,"AUS",4,2022-08-20,"Snatch Game","0",7,"eliminated1","Minnie Cooper","Ellen DeGeneres","1","tv","ELIM",-1
33,"reg",3,"AUS",4,2023-08-18,"Snatch Game","0",7,"win1","Ashley Madison","Jesus Christ","0","histfict","WIN",1
33,"reg",3,"AUS",4,2023-08-18,"Snatch Game","0",7,"high1","Isis Avis Loren","Donatella Versace","1","fashion","HIGH",0.5
33,"reg",3,"AUS",4,2023-08-18,"Snatch Game","0",7,"safe1","Gabriella Labucci","Emma Watkins","1","musician","SAFE",0
33,"reg",3,"AUS",4,2023-08-18,"Snatch Game","0",7,"safe2","Hollywould Star","Naomi Campbell","1","fashion","SAFE",0
33,"reg",3,"AUS",4,2023-08-18,"Snatch Game","0",7,"safe3","Bumpa Love","Kiri Te Kanawa","1","musician","SAFE",0
33,"reg",3,"AUS",4,2023-08-18,"Snatch Game","0",7,"bottom1","Flor","Charo","1","comedicent","BOTTOM",-0.5
33,"reg",3,"AUS",4,2023-08-18,"Snatch Game","0",7,"eliminated1","Rita Menu","Cardi B","1","musician","ELIM",-1
34,"as",1,"UKvW",4,2022-02-22,"Snatch Game: Family Edition","1",6,"win1","Blu Hydrangea","Mike Myers","1","comedicent","WIN",1
34,"as",1,"UKvW",4,2022-02-22,"Snatch Game: Family Edition","1",6,"win2","Baga Chipz","Kathy Bates","1","noncomedicent","WIN",1
34,"as",1,"UKvW",4,2022-02-22,"Snatch Game: Family Edition","1",6,"bottom1","Monique Heart","Billy Porter","1","comedicent","BOTTOM",-0.5
34,"as",1,"UKvW",4,2022-02-22,"Snatch Game: Family Edition","1",6,"bottom2","Jujubee","Cher","1","musician","BOTTOM",-0.5
34,"as",1,"UKvW",4,2022-02-22,"Snatch Game: Family Edition","1",6,"bottom3","Janey Jacké","James Charles","1","fashion","BOTTOM",-0.5
34,"as",1,"UKvW",4,2022-02-22,"Snatch Game: Family Edition","1",6,"eliminated1","Pangina Heals","Mariah Carey","1","musician","ELIM",-1
